dataset,product,view,country,source_level,source_state,year,quarter,from_timestamp,to_timestamp,success,code,response_timestamp,source_file,entity_level,entity_name,registered_users,app_opens
map,user,hover,india,country,,2018,2,,,True,SUCCESS,1630502909437,data\map\user\hover\country\india\2018\2.json,state,ladakh,12918,0
map,user,hover,india,country,,2018,2,,,True,SUCCESS,1630502909437,data\map\user\hover\country\india\2018\2.json,state,punjab,1152190,0
map,user,hover,india,country,,2018,2,,,True,SUCCESS,1630502909437,data\map\user\hover\country\india\2018\2.json,state,assam,571046,0
map,user,hover,india,country,,2018,2,,,True,SUCCESS,1630502909437,data\map\user\hover\country\india\2018\2.json,state,jharkhand,1230599,0
map,user,hover,india,country,,2018,2,,,True,SUCCESS,1630502909437,data\map\user\hover\country\india\2018\2.json,state,odisha,2185781,0
map,user,hover,india,country,,2018,2,,,True,SUCCESS,1630502909437,data\map\user\hover\country\india\2018\2.json,state,bihar,3005872,0
map,user,hover,india,country,,2018,2,,,True,SUCCESS,1630502909437,data\map\user\hover\country\india\2018\2.json,state,kerala,1066587,0
map,user,hover,india,country,,2018,2,,,True,SUCCESS,1630502909437,data\map\user\hover\country\india\2018\2.json,state,karnataka,5030665,0
map,user,hover,india,country,,2018,2,,,True,SUCCESS,1630502909437,data\map\user\hover\country\india\2018\2.json,state,chandigarh,115219,0
map,user,hover,india,country,,2018,2,,,True,SUCCESS,1630502909437,data\map\user\hover\country\india\2018\2.json,state,telangana,4260115,0
map,user,hover,india,country,,2018,2,,,True,SUCCESS,1630502909437,data\map\user\hover\country\india\2018\2.json,state,himachal pradesh,315299,0
map,user,hover,india,country,,2018,2,,,True,SUCCESS,1630502909437,data\map\user\hover\country\india\2018\2.json,state,west bengal,3833795,0
map,user,hover,india,country,,2018,2,,,True,SUCCESS,1630502909437,data\map\user\hover\country\india\2018\2.json,state,gujarat,3565825,0
map,user,hover,india,country,,2018,2,,,True,SUCCESS,1630502909437,data\map\user\hover\country\india\2018\2.json,state,sikkim,28097,0
map,user,hover,india,country,,2018,2,,,True,SUCCESS,1630502909437,data\map\user\hover\country\india\2018\2.json,state,nagaland,22436,0
map,user,hover,india,country,,2018,2,,,True,SUCCESS,1630502909437,data\map\user\hover\country\india\2018\2.json,state,mizoram,10422,0
map,user,hover,india,country,,2018,2,,,True,SUCCESS,1630502909437,data\map\user\hover\country\india\2018\2.json,state,chhattisgarh,950675,0
map,user,hover,india,country,,2018,2,,,True,SUCCESS,1630502909437,data\map\user\hover\country\india\2018\2.json,state,jammu & kashmir,261609,0
map,user,hover,india,country,,2018,2,,,True,SUCCESS,1630502909437,data\map\user\hover\country\india\2018\2.json,state,goa,122174,0
map,user,hover,india,country,,2018,2,,,True,SUCCESS,1630502909437,data\map\user\hover\country\india\2018\2.json,state,arunachal pradesh,32883,0
map,user,hover,india,country,,2018,2,,,True,SUCCESS,1630502909437,data\map\user\hover\country\india\2018\2.json,state,delhi,2756141,0
map,user,hover,india,country,,2018,2,,,True,SUCCESS,1630502909437,data\map\user\hover\country\india\2018\2.json,state,uttarakhand,649142,0
map,user,hover,india,country,,2018,3,,,True,SUCCESS,1630502909437,data\map\user\hover\country\india\2018\3.json,state,puducherry,81546,0
map,user,hover,india,country,,2018,3,,,True,SUCCESS,1630502909437,data\map\user\hover\country\india\2018\3.json,state,tamil nadu,3900177,0
map,user,hover,india,country,,2018,3,,,True,SUCCESS,1630502909437,data\map\user\hover\country\india\2018\3.json,state,uttar pradesh,8096483,0
map,user,hover,india,country,,2018,3,,,True,SUCCESS,1630502909437,data\map\user\hover\country\india\2018\3.json,state,madhya pradesh,4309309,0
map,user,hover,india,country,,2018,3,,,True,SUCCESS,1630502909437,data\map\user\hover\country\india\2018\3.json,state,andhra pradesh,5427617,0
map,user,hover,india,country,,2018,3,,,True,SUCCESS,1630502909437,data\map\user\hover\country\india\2018\3.json,state,tripura,116874,0
map,user,hover,india,country,,2018,3,,,True,SUCCESS,1630502909437,data\map\user\hover\country\india\2018\3.json,state,lakshadweep,918,0
map,user,hover,india,country,,2018,3,,,True,SUCCESS,1630502909437,data\map\user\hover\country\india\2018\3.json,state,manipur,61935,0
map,user,hover,india,country,,2018,3,,,True,SUCCESS,1630502909437,data\map\user\hover\country\india\2018\3.json,state,maharashtra,10435033,0
map,user,hover,india,country,,2018,3,,,True,SUCCESS,1630502909437,data\map\user\hover\country\india\2018\3.json,state,dadra & nagar haveli & daman & diu,92107,0
map,user,hover,india,country,,2018,3,,,True,SUCCESS,1630502909437,data\map\user\hover\country\india\2018\3.json,state,meghalaya,37281,0
map,user,hover,india,country,,2018,3,,,True,SUCCESS,1630502909437,data\map\user\hover\country\india\2018\3.json,state,andaman & nicobar islands,12149,0
map,user,hover,india,country,,2018,3,,,True,SUCCESS,1630502909437,data\map\user\hover\country\india\2018\3.json,state,haryana,3020398,0
map,user,hover,india,country,,2018,3,,,True,SUCCESS,1630502909437,data\map\user\hover\country\india\2018\3.json,state,rajasthan,5175453,0
map,user,hover,india,country,,2018,3,,,True,SUCCESS,1630502909437,data\map\user\hover\country\india\2018\3.json,state,ladakh,17749,0
map,user,hover,india,country,,2018,3,,,True,SUCCESS,1630502909437,data\map\user\hover\country\india\2018\3.json,state,punjab,1473148,0
map,user,hover,india,country,,2018,3,,,True,SUCCESS,1630502909437,data\map\user\hover\country\india\2018\3.json,state,assam,784802,0
map,user,hover,india,country,,2018,3,,,True,SUCCESS,1630502909437,data\map\user\hover\country\india\2018\3.json,state,jharkhand,1532362,0
map,user,hover,india,country,,2018,3,,,True,SUCCESS,1630502909437,data\map\user\hover\country\india\2018\3.json,state,odisha,2795718,0
map,user,hover,india,country,,2018,3,,,True,SUCCESS,1630502909437,data\map\user\hover\country\india\2018\3.json,state,bihar,3784535,0
map,user,hover,india,country,,2018,3,,,True,SUCCESS,1630502909437,data\map\user\hover\country\india\2018\3.json,state,kerala,1347598,0
map,user,hover,india,country,,2018,3,,,True,SUCCESS,1630502909437,data\map\user\hover\country\india\2018\3.json,state,karnataka,6372649,0
map,user,hover,india,country,,2018,3,,,True,SUCCESS,1630502909437,data\map\user\hover\country\india\2018\3.json,state,chandigarh,143893,0
map,user,hover,india,country,,2018,3,,,True,SUCCESS,1630502909437,data\map\user\hover\country\india\2018\3.json,state,telangana,5138501,0
map,user,hover,india,country,,2018,3,,,True,SUCCESS,1630502909437,data\map\user\hover\country\india\2018\3.json,state,himachal pradesh,407634,0
map,user,hover,india,country,,2018,3,,,True,SUCCESS,1630502909437,data\map\user\hover\country\india\2018\3.json,state,west bengal,4851740,0
map,user,hover,india,country,,2018,3,,,True,SUCCESS,1630502909437,data\map\user\hover\country\india\2018\3.json,state,gujarat,4433183,0
map,user,hover,india,country,,2018,3,,,True,SUCCESS,1630502909437,data\map\user\hover\country\india\2018\3.json,state,sikkim,37637,0
map,user,hover,india,country,,2018,3,,,True,SUCCESS,1630502909437,data\map\user\hover\country\india\2018\3.json,state,nagaland,32090,0
map,user,hover,india,country,,2018,3,,,True,SUCCESS,1630502909437,data\map\user\hover\country\india\2018\3.json,state,mizoram,14502,0
map,user,hover,india,country,,2018,3,,,True,SUCCESS,1630502909437,data\map\user\hover\country\india\2018\3.json,state,chhattisgarh,1217792,0
map,user,hover,india,country,,2018,3,,,True,SUCCESS,1630502909437,data\map\user\hover\country\india\2018\3.json,state,jammu & kashmir,342529,0
map,user,hover,india,country,,2018,3,,,True,SUCCESS,1630502909437,data\map\user\hover\country\india\2018\3.json,state,goa,153802,0
map,user,hover,india,country,,2018,3,,,True,SUCCESS,1630502909437,data\map\user\hover\country\india\2018\3.json,state,arunachal pradesh,45922,0
map,user,hover,india,country,,2018,3,,,True,SUCCESS,1630502909437,data\map\user\hover\country\india\2018\3.json,state,delhi,3504911,0
map,user,hover,india,country,,2018,3,,,True,SUCCESS,1630502909437,data\map\user\hover\country\india\2018\3.json,state,uttarakhand,810612,0
map,user,hover,india,country,,2018,4,,,True,SUCCESS,1630502909438,data\map\user\hover\country\india\2018\4.json,state,puducherry,109494,0
map,user,hover,india,country,,2018,4,,,True,SUCCESS,1630502909438,data\map\user\hover\country\india\2018\4.json,state,tamil nadu,5199878,0
map,user,hover,india,country,,2018,4,,,True,SUCCESS,1630502909438,data\map\user\hover\country\india\2018\4.json,state,uttar pradesh,10341964,0
map,user,hover,india,country,,2018,4,,,True,SUCCESS,1630502909438,data\map\user\hover\country\india\2018\4.json,state,madhya pradesh,5365442,0
map,user,hover,india,country,,2018,4,,,True,SUCCESS,1630502909438,data\map\user\hover\country\india\2018\4.json,state,andhra pradesh,6857409,0
map,user,hover,india,country,,2018,4,,,True,SUCCESS,1630502909438,data\map\user\hover\country\india\2018\4.json,state,tripura,153265,0
map,user,hover,india,country,,2018,4,,,True,SUCCESS,1630502909438,data\map\user\hover\country\india\2018\4.json,state,lakshadweep,1156,0
map,user,hover,india,country,,2018,4,,,True,SUCCESS,1630502909438,data\map\user\hover\country\india\2018\4.json,state,manipur,82589,0
map,user,hover,india,country,,2018,4,,,True,SUCCESS,1630502909438,data\map\user\hover\country\india\2018\4.json,state,maharashtra,13381602,0
map,user,hover,india,country,,2018,4,,,True,SUCCESS,1630502909438,data\map\user\hover\country\india\2018\4.json,state,dadra & nagar haveli & daman & diu,116511,0
map,user,hover,india,country,,2018,4,,,True,SUCCESS,1630502909438,data\map\user\hover\country\india\2018\4.json,state,meghalaya,49634,0
map,user,hover,india,country,,2018,4,,,True,SUCCESS,1630502909438,data\map\user\hover\country\india\2018\4.json,state,andaman & nicobar islands,15222,0
map,user,hover,india,country,,2018,4,,,True,SUCCESS,1630502909438,data\map\user\hover\country\india\2018\4.json,state,haryana,3793079,0
map,user,hover,india,country,,2018,4,,,True,SUCCESS,1630502909438,data\map\user\hover\country\india\2018\4.json,state,rajasthan,6358738,0
map,user,hover,india,country,,2018,4,,,True,SUCCESS,1630502909438,data\map\user\hover\country\india\2018\4.json,state,ladakh,23883,0
map,user,hover,india,country,,2018,4,,,True,SUCCESS,1630502909438,data\map\user\hover\country\india\2018\4.json,state,punjab,1865715,0
map,user,hover,india,country,,2018,4,,,True,SUCCESS,1630502909438,data\map\user\hover\country\india\2018\4.json,state,assam,1039221,0
map,user,hover,india,country,,2018,4,,,True,SUCCESS,1630502909438,data\map\user\hover\country\india\2018\4.json,state,jharkhand,1913949,0
map,user,hover,india,country,,2018,4,,,True,SUCCESS,1630502909438,data\map\user\hover\country\india\2018\4.json,state,odisha,3623911,0
map,user,hover,india,country,,2018,4,,,True,SUCCESS,1630502909438,data\map\user\hover\country\india\2018\4.json,state,bihar,4776665,0
map,user,hover,india,country,,2018,4,,,True,SUCCESS,1630502909438,data\map\user\hover\country\india\2018\4.json,state,kerala,1757326,0
map,user,hover,india,country,,2018,4,,,True,SUCCESS,1630502909438,data\map\user\hover\country\india\2018\4.json,state,karnataka,8315802,0
map,user,hover,india,country,,2018,4,,,True,SUCCESS,1630502909438,data\map\user\hover\country\india\2018\4.json,state,chandigarh,177747,0
map,user,hover,india,country,,2018,4,,,True,SUCCESS,1630502909438,data\map\user\hover\country\india\2018\4.json,state,telangana,6529679,0
map,user,hover,india,country,,2018,4,,,True,SUCCESS,1630502909438,data\map\user\hover\country\india\2018\4.json,state,himachal pradesh,526343,0
map,user,hover,india,country,,2018,4,,,True,SUCCESS,1630502909438,data\map\user\hover\country\india\2018\4.json,state,west bengal,6279278,0
map,user,hover,india,country,,2018,4,,,True,SUCCESS,1630502909438,data\map\user\hover\country\india\2018\4.json,state,gujarat,5579040,0
map,user,hover,india,country,,2018,4,,,True,SUCCESS,1630502909438,data\map\user\hover\country\india\2018\4.json,state,sikkim,48538,0
map,user,hover,india,country,,2018,4,,,True,SUCCESS,1630502909438,data\map\user\hover\country\india\2018\4.json,state,nagaland,42997,0
map,user,hover,india,country,,2018,4,,,True,SUCCESS,1630502909438,data\map\user\hover\country\india\2018\4.json,state,mizoram,19365,0
map,user,hover,india,country,,2018,4,,,True,SUCCESS,1630502909438,data\map\user\hover\country\india\2018\4.json,state,chhattisgarh,1579998,0
map,user,hover,india,country,,2018,4,,,True,SUCCESS,1630502909438,data\map\user\hover\country\india\2018\4.json,state,jammu & kashmir,436563,0
map,user,hover,india,country,,2018,4,,,True,SUCCESS,1630502909438,data\map\user\hover\country\india\2018\4.json,state,goa,195350,0
map,user,hover,india,country,,2018,4,,,True,SUCCESS,1630502909438,data\map\user\hover\country\india\2018\4.json,state,arunachal pradesh,61852,0
map,user,hover,india,country,,2018,4,,,True,SUCCESS,1630502909438,data\map\user\hover\country\india\2018\4.json,state,delhi,4630313,0
map,user,hover,india,country,,2018,4,,,True,SUCCESS,1630502909438,data\map\user\hover\country\india\2018\4.json,state,uttarakhand,1012103,0
map,user,hover,india,country,,2019,1,,,True,SUCCESS,1630502909437,data\map\user\hover\country\india\2019\1.json,state,puducherry,133059,0
map,user,hover,india,country,,2019,1,,,True,SUCCESS,1630502909437,data\map\user\hover\country\india\2019\1.json,state,tamil nadu,6296303,0
map,user,hover,india,country,,2019,1,,,True,SUCCESS,1630502909437,data\map\user\hover\country\india\2019\1.json,state,uttar pradesh,12458661,0
map,user,hover,india,country,,2019,1,,,True,SUCCESS,1630502909437,data\map\user\hover\country\india\2019\1.json,state,madhya pradesh,6414403,0
map,user,hover,india,country,,2019,1,,,True,SUCCESS,1630502909437,data\map\user\hover\country\india\2019\1.json,state,andhra pradesh,8283019,0
map,user,hover,india,country,,2019,1,,,True,SUCCESS,1630502909437,data\map\user\hover\country\india\2019\1.json,state,tripura,183254,0
map,user,hover,india,country,,2019,1,,,True,SUCCESS,1630502909437,data\map\user\hover\country\india\2019\1.json,state,lakshadweep,1416,0
map,user,hover,india,country,,2019,1,,,True,SUCCESS,1630502909437,data\map\user\hover\country\india\2019\1.json,state,manipur,99527,0
map,user,hover,india,country,,2019,1,,,True,SUCCESS,1630502909437,data\map\user\hover\country\india\2019\1.json,state,maharashtra,16284451,0
map,user,hover,india,country,,2019,1,,,True,SUCCESS,1630502909437,data\map\user\hover\country\india\2019\1.json,state,dadra & nagar haveli & daman & diu,140532,0
map,user,hover,india,country,,2019,1,,,True,SUCCESS,1630502909437,data\map\user\hover\country\india\2019\1.json,state,meghalaya,61487,0
map,user,hover,india,country,,2019,1,,,True,SUCCESS,1630502909437,data\map\user\hover\country\india\2019\1.json,state,andaman & nicobar islands,18596,0
map,user,hover,india,country,,2019,1,,,True,SUCCESS,1630502909437,data\map\user\hover\country\india\2019\1.json,state,haryana,4538767,0
map,user,hover,india,country,,2019,1,,,True,SUCCESS,1630502909437,data\map\user\hover\country\india\2019\1.json,state,rajasthan,7712204,0
map,user,hover,india,country,,2019,1,,,True,SUCCESS,1630502909437,data\map\user\hover\country\india\2019\1.json,state,ladakh,29649,0
map,user,hover,india,country,,2019,1,,,True,SUCCESS,1630502909437,data\map\user\hover\country\india\2019\1.json,state,punjab,2226590,0
map,user,hover,india,country,,2019,1,,,True,SUCCESS,1630502909437,data\map\user\hover\country\india\2019\1.json,state,assam,1259085,0
map,user,hover,india,country,,2019,1,,,True,SUCCESS,1630502909437,data\map\user\hover\country\india\2019\1.json,state,jharkhand,2279329,0
map,user,hover,india,country,,2019,1,,,True,SUCCESS,1630502909437,data\map\user\hover\country\india\2019\1.json,state,odisha,4320744,0
map,user,hover,india,country,,2019,1,,,True,SUCCESS,1630502909437,data\map\user\hover\country\india\2019\1.json,state,bihar,5745117,0
map,user,hover,india,country,,2019,1,,,True,SUCCESS,1630502909437,data\map\user\hover\country\india\2019\1.json,state,kerala,2136624,0
map,user,hover,india,country,,2019,1,,,True,SUCCESS,1630502909437,data\map\user\hover\country\india\2019\1.json,state,karnataka,10266174,0
map,user,hover,india,country,,2019,1,,,True,SUCCESS,1630502909437,data\map\user\hover\country\india\2019\1.json,state,chandigarh,209175,0
map,user,hover,india,country,,2019,1,,,True,SUCCESS,1630502909437,data\map\user\hover\country\india\2019\1.json,state,telangana,7963425,0
map,user,hover,india,country,,2019,1,,,True,SUCCESS,1630502909437,data\map\user\hover\country\india\2019\1.json,state,himachal pradesh,653205,0
map,user,hover,india,country,,2019,1,,,True,SUCCESS,1630502909437,data\map\user\hover\country\india\2019\1.json,state,west bengal,7449425,0
map,user,hover,india,country,,2019,1,,,True,SUCCESS,1630502909437,data\map\user\hover\country\india\2019\1.json,state,gujarat,6652536,0
map,user,hover,india,country,,2019,1,,,True,SUCCESS,1630502909437,data\map\user\hover\country\india\2019\1.json,state,sikkim,58956,0
map,user,hover,india,country,,2019,1,,,True,SUCCESS,1630502909437,data\map\user\hover\country\india\2019\1.json,state,nagaland,53911,0
map,user,hover,india,country,,2019,1,,,True,SUCCESS,1630502909437,data\map\user\hover\country\india\2019\1.json,state,mizoram,23670,0
map,user,hover,india,country,,2019,1,,,True,SUCCESS,1630502909437,data\map\user\hover\country\india\2019\1.json,state,chhattisgarh,1908898,0
map,user,hover,india,country,,2019,1,,,True,SUCCESS,1630502909437,data\map\user\hover\country\india\2019\1.json,state,jammu & kashmir,530669,0
map,user,hover,india,country,,2019,1,,,True,SUCCESS,1630502909437,data\map\user\hover\country\india\2019\1.json,state,goa,238152,0
map,user,hover,india,country,,2019,1,,,True,SUCCESS,1630502909437,data\map\user\hover\country\india\2019\1.json,state,arunachal pradesh,76957,0
map,user,hover,india,country,,2019,1,,,True,SUCCESS,1630502909437,data\map\user\hover\country\india\2019\1.json,state,delhi,5499263,0
map,user,hover,india,country,,2019,1,,,True,SUCCESS,1630502909437,data\map\user\hover\country\india\2019\1.json,state,uttarakhand,1224955,0
map,user,hover,india,country,,2019,2,,,True,SUCCESS,1630502909439,data\map\user\hover\country\india\2019\2.json,state,puducherry,156458,661932
map,user,hover,india,country,,2019,2,,,True,SUCCESS,1630502909439,data\map\user\hover\country\india\2019\2.json,state,tamil nadu,7429609,33658961
map,user,hover,india,country,,2019,2,,,True,SUCCESS,1630502909439,data\map\user\hover\country\india\2019\2.json,state,uttar pradesh,14316349,78394040
map,user,hover,india,country,,2019,2,,,True,SUCCESS,1630502909439,data\map\user\hover\country\india\2019\2.json,state,madhya pradesh,7301172,50642151
map,user,hover,india,country,,2019,2,,,True,SUCCESS,1630502909439,data\map\user\hover\country\india\2019\2.json,state,andhra pradesh,9389003,81375251
map,user,hover,india,country,,2019,2,,,True,SUCCESS,1630502909439,data\map\user\hover\country\india\2019\2.json,state,tripura,217644,953627
map,user,hover,india,country,,2019,2,,,True,SUCCESS,1630502909439,data\map\user\hover\country\india\2019\2.json,state,lakshadweep,1747,4580
map,user,hover,india,country,,2019,2,,,True,SUCCESS,1630502909439,data\map\user\hover\country\india\2019\2.json,state,manipur,117747,464829
map,user,hover,india,country,,2019,2,,,True,SUCCESS,1630502909439,data\map\user\hover\country\india\2019\2.json,state,maharashtra,18776975,109967705
map,user,hover,india,country,,2019,2,,,True,SUCCESS,1630502909439,data\map\user\hover\country\india\2019\2.json,state,dadra & nagar haveli & daman & diu,158580,860686
map,user,hover,india,country,,2019,2,,,True,SUCCESS,1630502909439,data\map\user\hover\country\india\2019\2.json,state,meghalaya,74746,395764
map,user,hover,india,country,,2019,2,,,True,SUCCESS,1630502909439,data\map\user\hover\country\india\2019\2.json,state,andaman & nicobar islands,21731,52640
map,user,hover,india,country,,2019,2,,,True,SUCCESS,1630502909439,data\map\user\hover\country\india\2019\2.json,state,haryana,5178030,31929195
map,user,hover,india,country,,2019,2,,,True,SUCCESS,1630502909439,data\map\user\hover\country\india\2019\2.json,state,rajasthan,8783935,62787336
map,user,hover,india,country,,2019,2,,,True,SUCCESS,1630502909439,data\map\user\hover\country\india\2019\2.json,state,ladakh,35516,157317
map,user,hover,india,country,,2019,2,,,True,SUCCESS,1630502909439,data\map\user\hover\country\india\2019\2.json,state,punjab,2600112,10928094
map,user,hover,india,country,,2019,2,,,True,SUCCESS,1630502909439,data\map\user\hover\country\india\2019\2.json,state,assam,1500128,7350326
map,user,hover,india,country,,2019,2,,,True,SUCCESS,1630502909439,data\map\user\hover\country\india\2019\2.json,state,jharkhand,2604854,14929066
map,user,hover,india,country,,2019,2,,,True,SUCCESS,1630502909439,data\map\user\hover\country\india\2019\2.json,state,odisha,4845359,33955545
map,user,hover,india,country,,2019,2,,,True,SUCCESS,1630502909439,data\map\user\hover\country\india\2019\2.json,state,bihar,6589759,39607022
map,user,hover,india,country,,2019,2,,,True,SUCCESS,1630502909439,data\map\user\hover\country\india\2019\2.json,state,kerala,2550167,8673220
map,user,hover,india,country,,2019,2,,,True,SUCCESS,1630502909439,data\map\user\hover\country\india\2019\2.json,state,karnataka,11968087,113024811
map,user,hover,india,country,,2019,2,,,True,SUCCESS,1630502909439,data\map\user\hover\country\india\2019\2.json,state,chandigarh,240439,1220176
map,user,hover,india,country,,2019,2,,,True,SUCCESS,1630502909439,data\map\user\hover\country\india\2019\2.json,state,telangana,9046007,80842302
