dataset,product,view,country,source_level,source_state,year,quarter,from_timestamp,to_timestamp,success,code,response_timestamp,source_file,entity_level,entity_name,rank,registered_users
top,user,,india,state,ladakh,2022,2,,,True,SUCCESS,1669732292336,data\top\user\country\india\state\ladakh\2022\2.json,pincode,194105,8,4102
top,user,,india,state,ladakh,2022,2,,,True,SUCCESS,1669732292336,data\top\user\country\india\state\ladakh\2022\2.json,pincode,194106,9,2710
top,user,,india,state,ladakh,2022,2,,,True,SUCCESS,1669732292336,data\top\user\country\india\state\ladakh\2022\2.json,pincode,194109,10,2681
top,user,,india,state,ladakh,2022,3,,,True,SUCCESS,1669732423694,data\top\user\country\india\state\ladakh\2022\3.json,district,leh ladakh,1,78769
top,user,,india,state,ladakh,2022,3,,,True,SUCCESS,1669732423694,data\top\user\country\india\state\ladakh\2022\3.json,district,kargil,2,23530
top,user,,india,state,ladakh,2022,3,,,True,SUCCESS,1669732423694,data\top\user\country\india\state\ladakh\2022\3.json,pincode,194104,1,22353
top,user,,india,state,ladakh,2022,3,,,True,SUCCESS,1669732423694,data\top\user\country\india\state\ladakh\2022\3.json,pincode,194101,2,19786
top,user,,india,state,ladakh,2022,3,,,True,SUCCESS,1669732423694,data\top\user\country\india\state\ladakh\2022\3.json,pincode,194201,3,15631
top,user,,india,state,ladakh,2022,3,,,True,SUCCESS,1669732423694,data\top\user\country\india\state\ladakh\2022\3.json,pincode,194103,4,8113
top,user,,india,state,ladakh,2022,3,,,True,SUCCESS,1669732423694,data\top\user\country\india\state\ladakh\2022\3.json,pincode,194107,5,7342
top,user,,india,state,ladakh,2022,3,,,True,SUCCESS,1669732423694,data\top\user\country\india\state\ladakh\2022\3.json,pincode,194401,6,6856
top,user,,india,state,ladakh,2022,3,,,True,SUCCESS,1669732423694,data\top\user\country\india\state\ladakh\2022\3.json,pincode,194102,7,4828
top,user,,india,state,ladakh,2022,3,,,True,SUCCESS,1669732423694,data\top\user\country\india\state\ladakh\2022\3.json,pincode,194105,8,4306
top,user,,india,state,ladakh,2022,3,,,True,SUCCESS,1669732423694,data\top\user\country\india\state\ladakh\2022\3.json,pincode,194106,9,2840
top,user,,india,state,ladakh,2022,3,,,True,SUCCESS,1669732423694,data\top\user\country\india\state\ladakh\2022\3.json,pincode,194109,10,2791
top,user,,india,state,ladakh,2022,4,,,True,SUCCESS,1674558302458,data\top\user\country\india\state\ladakh\2022\4.json,district,leh ladakh,1,82011
top,user,,india,state,ladakh,2022,4,,,True,SUCCESS,1674558302458,data\top\user\country\india\state\ladakh\2022\4.json,district,kargil,2,24326
top,user,,india,state,ladakh,2022,4,,,True,SUCCESS,1674558302458,data\top\user\country\india\state\ladakh\2022\4.json,pincode,194104,1,23418
top,user,,india,state,ladakh,2022,4,,,True,SUCCESS,1674558302458,data\top\user\country\india\state\ladakh\2022\4.json,pincode,194101,2,20668
top,user,,india,state,ladakh,2022,4,,,True,SUCCESS,1674558302458,data\top\user\country\india\state\ladakh\2022\4.json,pincode,194201,3,16206
top,user,,india,state,ladakh,2022,4,,,True,SUCCESS,1674558302458,data\top\user\country\india\state\ladakh\2022\4.json,pincode,194103,4,8405
top,user,,india,state,ladakh,2022,4,,,True,SUCCESS,1674558302458,data\top\user\country\india\state\ladakh\2022\4.json,pincode,194107,5,7641
top,user,,india,state,ladakh,2022,4,,,True,SUCCESS,1674558302458,data\top\user\country\india\state\ladakh\2022\4.json,pincode,194401,6,7055
top,user,,india,state,ladakh,2022,4,,,True,SUCCESS,1674558302458,data\top\user\country\india\state\ladakh\2022\4.json,pincode,194102,7,5020
top,user,,india,state,ladakh,2022,4,,,True,SUCCESS,1674558302458,data\top\user\country\india\state\ladakh\2022\4.json,pincode,194105,8,4454
top,user,,india,state,ladakh,2022,4,,,True,SUCCESS,1674558302458,data\top\user\country\india\state\ladakh\2022\4.json,pincode,194106,9,2943
top,user,,india,state,ladakh,2022,4,,,True,SUCCESS,1674558302458,data\top\user\country\india\state\ladakh\2022\4.json,pincode,194109,10,2832
top,user,,india,state,ladakh,2023,1,,,True,SUCCESS,1692619121663,data\top\user\country\india\state\ladakh\2023\1.json,district,leh ladakh,1,85582
top,user,,india,state,ladakh,2023,1,,,True,SUCCESS,1692619121663,data\top\user\country\india\state\ladakh\2023\1.json,district,kargil,2,25409
top,user,,india,state,ladakh,2023,1,,,True,SUCCESS,1692619121663,data\top\user\country\india\state\ladakh\2023\1.json,pincode,194104,1,24439
top,user,,india,state,ladakh,2023,1,,,True,SUCCESS,1692619121663,data\top\user\country\india\state\ladakh\2023\1.json,pincode,194101,2,21580
top,user,,india,state,ladakh,2023,1,,,True,SUCCESS,1692619121663,data\top\user\country\india\state\ladakh\2023\1.json,pincode,194201,3,16910
top,user,,india,state,ladakh,2023,1,,,True,SUCCESS,1692619121663,data\top\user\country\india\state\ladakh\2023\1.json,pincode,194103,4,8776
top,user,,india,state,ladakh,2023,1,,,True,SUCCESS,1692619121663,data\top\user\country\india\state\ladakh\2023\1.json,pincode,194107,5,7971
top,user,,india,state,ladakh,2023,1,,,True,SUCCESS,1692619121663,data\top\user\country\india\state\ladakh\2023\1.json,pincode,194401,6,7342
top,user,,india,state,ladakh,2023,1,,,True,SUCCESS,1692619121663,data\top\user\country\india\state\ladakh\2023\1.json,pincode,194102,7,5242
top,user,,india,state,ladakh,2023,1,,,True,SUCCESS,1692619121663,data\top\user\country\india\state\ladakh\2023\1.json,pincode,194105,8,4663
top,user,,india,state,ladakh,2023,1,,,True,SUCCESS,1692619121663,data\top\user\country\india\state\ladakh\2023\1.json,pincode,194106,9,3062
top,user,,india,state,ladakh,2023,1,,,True,SUCCESS,1692619121663,data\top\user\country\india\state\ladakh\2023\1.json,pincode,194109,10,2960
top,user,,india,state,ladakh,2023,2,,,True,SUCCESS,1692619303862,data\top\user\country\india\state\ladakh\2023\2.json,district,leh ladakh,1,89148
top,user,,india,state,ladakh,2023,2,,,True,SUCCESS,1692619303862,data\top\user\country\india\state\ladakh\2023\2.json,district,kargil,2,26588
top,user,,india,state,ladakh,2023,2,,,True,SUCCESS,1692619303862,data\top\user\country\india\state\ladakh\2023\2.json,pincode,194104,1,25357
top,user,,india,state,ladakh,2023,2,,,True,SUCCESS,1692619303862,data\top\user\country\india\state\ladakh\2023\2.json,pincode,194101,2,22399
top,user,,india,state,ladakh,2023,2,,,True,SUCCESS,1692619303862,data\top\user\country\india\state\ladakh\2023\2.json,pincode,194201,3,17688
top,user,,india,state,ladakh,2023,2,,,True,SUCCESS,1692619303862,data\top\user\country\india\state\ladakh\2023\2.json,pincode,194103,4,9138
top,user,,india,state,ladakh,2023,2,,,True,SUCCESS,1692619303862,data\top\user\country\india\state\ladakh\2023\2.json,pincode,194107,5,8300
top,user,,india,state,ladakh,2023,2,,,True,SUCCESS,1692619303862,data\top\user\country\india\state\ladakh\2023\2.json,pincode,194401,6,7705
top,user,,india,state,ladakh,2023,2,,,True,SUCCESS,1692619303862,data\top\user\country\india\state\ladakh\2023\2.json,pincode,194102,7,5492
top,user,,india,state,ladakh,2023,2,,,True,SUCCESS,1692619303862,data\top\user\country\india\state\ladakh\2023\2.json,pincode,194105,8,4888
top,user,,india,state,ladakh,2023,2,,,True,SUCCESS,1692619303862,data\top\user\country\india\state\ladakh\2023\2.json,pincode,194106,9,3214
top,user,,india,state,ladakh,2023,2,,,True,SUCCESS,1692619303862,data\top\user\country\india\state\ladakh\2023\2.json,pincode,194109,10,3100
top,user,,india,state,ladakh,2023,3,,,True,SUCCESS,1697612128888,data\top\user\country\india\state\ladakh\2023\3.json,district,leh ladakh,1,92688
top,user,,india,state,ladakh,2023,3,,,True,SUCCESS,1697612128888,data\top\user\country\india\state\ladakh\2023\3.json,district,kargil,2,27747
top,user,,india,state,ladakh,2023,3,,,True,SUCCESS,1697612128888,data\top\user\country\india\state\ladakh\2023\3.json,pincode,194104,1,26346
top,user,,india,state,ladakh,2023,3,,,True,SUCCESS,1697612128888,data\top\user\country\india\state\ladakh\2023\3.json,pincode,194101,2,23265
top,user,,india,state,ladakh,2023,3,,,True,SUCCESS,1697612128888,data\top\user\country\india\state\ladakh\2023\3.json,pincode,194201,3,18391
top,user,,india,state,ladakh,2023,3,,,True,SUCCESS,1697612128888,data\top\user\country\india\state\ladakh\2023\3.json,pincode,194103,4,9525
top,user,,india,state,ladakh,2023,3,,,True,SUCCESS,1697612128888,data\top\user\country\india\state\ladakh\2023\3.json,pincode,194107,5,8645
top,user,,india,state,ladakh,2023,3,,,True,SUCCESS,1697612128888,data\top\user\country\india\state\ladakh\2023\3.json,pincode,194401,6,8019
top,user,,india,state,ladakh,2023,3,,,True,SUCCESS,1697612128888,data\top\user\country\india\state\ladakh\2023\3.json,pincode,194102,7,5722
top,user,,india,state,ladakh,2023,3,,,True,SUCCESS,1697612128888,data\top\user\country\india\state\ladakh\2023\3.json,pincode,194105,8,5090
top,user,,india,state,ladakh,2023,3,,,True,SUCCESS,1697612128888,data\top\user\country\india\state\ladakh\2023\3.json,pincode,194106,9,3343
top,user,,india,state,ladakh,2023,3,,,True,SUCCESS,1697612128888,data\top\user\country\india\state\ladakh\2023\3.json,pincode,194109,10,3268
top,user,,india,state,ladakh,2023,4,,,True,SUCCESS,1706092786841,data\top\user\country\india\state\ladakh\2023\4.json,district,leh ladakh,1,96066
top,user,,india,state,ladakh,2023,4,,,True,SUCCESS,1706092786841,data\top\user\country\india\state\ladakh\2023\4.json,district,kargil,2,28762
top,user,,india,state,ladakh,2023,4,,,True,SUCCESS,1706092786841,data\top\user\country\india\state\ladakh\2023\4.json,pincode,194104,1,27266
top,user,,india,state,ladakh,2023,4,,,True,SUCCESS,1706092786841,data\top\user\country\india\state\ladakh\2023\4.json,pincode,194101,2,24102
top,user,,india,state,ladakh,2023,4,,,True,SUCCESS,1706092786841,data\top\user\country\india\state\ladakh\2023\4.json,pincode,194201,3,19063
top,user,,india,state,ladakh,2023,4,,,True,SUCCESS,1706092786841,data\top\user\country\india\state\ladakh\2023\4.json,pincode,194103,4,9855
top,user,,india,state,ladakh,2023,4,,,True,SUCCESS,1706092786841,data\top\user\country\india\state\ladakh\2023\4.json,pincode,194107,5,8985
top,user,,india,state,ladakh,2023,4,,,True,SUCCESS,1706092786841,data\top\user\country\india\state\ladakh\2023\4.json,pincode,194401,6,8330
top,user,,india,state,ladakh,2023,4,,,True,SUCCESS,1706092786841,data\top\user\country\india\state\ladakh\2023\4.json,pincode,194102,7,5923
top,user,,india,state,ladakh,2023,4,,,True,SUCCESS,1706092786841,data\top\user\country\india\state\ladakh\2023\4.json,pincode,194105,8,5300
top,user,,india,state,ladakh,2023,4,,,True,SUCCESS,1706092786841,data\top\user\country\india\state\ladakh\2023\4.json,pincode,194106,9,3470
top,user,,india,state,ladakh,2023,4,,,True,SUCCESS,1706092786841,data\top\user\country\india\state\ladakh\2023\4.json,pincode,194109,10,3373
top,user,,india,state,ladakh,2024,1,,,True,SUCCESS,1714727676341,data\top\user\country\india\state\ladakh\2024\1.json,district,leh ladakh,1,99940
top,user,,india,state,ladakh,2024,1,,,True,SUCCESS,1714727676341,data\top\user\country\india\state\ladakh\2024\1.json,district,kargil,2,30130
top,user,,india,state,ladakh,2024,1,,,True,SUCCESS,1714727676341,data\top\user\country\india\state\ladakh\2024\1.json,pincode,194104,1,28293
top,user,,india,state,ladakh,2024,1,,,True,SUCCESS,1714727676341,data\top\user\country\india\state\ladakh\2024\1.json,pincode,194101,2,25004
top,user,,india,state,ladakh,2024,1,,,True,SUCCESS,1714727676341,data\top\user\country\india\state\ladakh\2024\1.json,pincode,194201,3,19846
top,user,,india,state,ladakh,2024,1,,,True,SUCCESS,1714727676341,data\top\user\country\india\state\ladakh\2024\1.json,pincode,194103,4,10311
top,user,,india,state,ladakh,2024,1,,,True,SUCCESS,1714727676341,data\top\user\country\india\state\ladakh\2024\1.json,pincode,194107,5,9370
top,user,,india,state,ladakh,2024,1,,,True,SUCCESS,1714727676341,data\top\user\country\india\state\ladakh\2024\1.json,pincode,194401,6,8718
top,user,,india,state,ladakh,2024,1,,,True,SUCCESS,1714727676341,data\top\user\country\india\state\ladakh\2024\1.json,pincode,194102,7,6205
top,user,,india,state,ladakh,2024,1,,,True,SUCCESS,1714727676341,data\top\user\country\india\state\ladakh\2024\1.json,pincode,194105,8,5511
top,user,,india,state,ladakh,2024,1,,,True,SUCCESS,1714727676341,data\top\user\country\india\state\ladakh\2024\1.json,pincode,194106,9,3641
top,user,,india,state,ladakh,2024,1,,,True,SUCCESS,1714727676341,data\top\user\country\india\state\ladakh\2024\1.json,pincode,194109,10,3567
top,user,,india,state,ladakh,2024,2,,,True,SUCCESS,1722517795067,data\top\user\country\india\state\ladakh\2024\2.json,district,leh ladakh,1,103519
top,user,,india,state,ladakh,2024,2,,,True,SUCCESS,1722517795067,data\top\user\country\india\state\ladakh\2024\2.json,district,kargil,2,31183
top,user,,india,state,ladakh,2024,2,,,True,SUCCESS,1722517795067,data\top\user\country\india\state\ladakh\2024\2.json,pincode,194104,1,29327
top,user,,india,state,ladakh,2024,2,,,True,SUCCESS,1722517795067,data\top\user\country\india\state\ladakh\2024\2.json,pincode,194101,2,25936
top,user,,india,state,ladakh,2024,2,,,True,SUCCESS,1722517795067,data\top\user\country\india\state\ladakh\2024\2.json,pincode,194201,3,20571
top,user,,india,state,ladakh,2024,2,,,True,SUCCESS,1722517795067,data\top\user\country\india\state\ladakh\2024\2.json,pincode,194103,4,10661
top,user,,india,state,ladakh,2024,2,,,True,SUCCESS,1722517795067,data\top\user\country\india\state\ladakh\2024\2.json,pincode,194107,5,9699
top,user,,india,state,ladakh,2024,2,,,True,SUCCESS,1722517795067,data\top\user\country\india\state\ladakh\2024\2.json,pincode,194401,6,8989
top,user,,india,state,ladakh,2024,2,,,True,SUCCESS,1722517795067,data\top\user\country\india\state\ladakh\2024\2.json,pincode,194102,7,6430
top,user,,india,state,ladakh,2024,2,,,True,SUCCESS,1722517795067,data\top\user\country\india\state\ladakh\2024\2.json,pincode,194105,8,5708
top,user,,india,state,ladakh,2024,2,,,True,SUCCESS,1722517795067,data\top\user\country\india\state\ladakh\2024\2.json,pincode,194106,9,3760
top,user,,india,state,ladakh,2024,2,,,True,SUCCESS,1722517795067,data\top\user\country\india\state\ladakh\2024\2.json,pincode,194109,10,3684
top,user,,india,state,ladakh,2024,3,,,True,SUCCESS,1739974323095,data\top\user\country\india\state\ladakh\2024\3.json,district,leh ladakh,1,142693
top,user,,india,state,ladakh,2024,3,,,True,SUCCESS,1739974323095,data\top\user\country\india\state\ladakh\2024\3.json,district,kargil,2,51453
top,user,,india,state,ladakh,2024,3,,,True,SUCCESS,1739974323095,data\top\user\country\india\state\ladakh\2024\3.json,pincode,194101,1,47552
top,user,,india,state,ladakh,2024,3,,,True,SUCCESS,1739974323095,data\top\user\country\india\state\ladakh\2024\3.json,pincode,194104,2,29719
top,user,,india,state,ladakh,2024,3,,,True,SUCCESS,1739974323095,data\top\user\country\india\state\ladakh\2024\3.json,pincode,194201,3,23002
top,user,,india,state,ladakh,2024,3,,,True,SUCCESS,1739974323095,data\top\user\country\india\state\ladakh\2024\3.json,pincode,194103,4,21041
top,user,,india,state,ladakh,2024,3,,,True,SUCCESS,1739974323095,data\top\user\country\india\state\ladakh\2024\3.json,pincode,194401,5,17437
top,user,,india,state,ladakh,2024,3,,,True,SUCCESS,1739974323095,data\top\user\country\india\state\ladakh\2024\3.json,pincode,194102,6,10202
top,user,,india,state,ladakh,2024,3,,,True,SUCCESS,1739974323095,data\top\user\country\india\state\ladakh\2024\3.json,pincode,194404,7,8887
top,user,,india,state,ladakh,2024,3,,,True,SUCCESS,1739974323095,data\top\user\country\india\state\ladakh\2024\3.json,pincode,194107,8,8116
top,user,,india,state,ladakh,2024,3,,,True,SUCCESS,1739974323095,data\top\user\country\india\state\ladakh\2024\3.json,pincode,194703,9,7276
top,user,,india,state,ladakh,2024,3,,,True,SUCCESS,1739974323095,data\top\user\country\india\state\ladakh\2024\3.json,pincode,194105,10,5357
top,user,,india,state,ladakh,2024,4,,,True,SUCCESS,1739974546455,data\top\user\country\india\state\ladakh\2024\4.json,district,leh ladakh,1,141456
top,user,,india,state,ladakh,2024,4,,,True,SUCCESS,1739974546455,data\top\user\country\india\state\ladakh\2024\4.json,district,kargil,2,52268
top,user,,india,state,ladakh,2024,4,,,True,SUCCESS,1739974546455,data\top\user\country\india\state\ladakh\2024\4.json,pincode,194101,1,46975
top,user,,india,state,ladakh,2024,4,,,True,SUCCESS,1739974546455,data\top\user\country\india\state\ladakh\2024\4.json,pincode,194104,2,29839
top,user,,india,state,ladakh,2024,4,,,True,SUCCESS,1739974546455,data\top\user\country\india\state\ladakh\2024\4.json,pincode,194201,3,22838
top,user,,india,state,ladakh,2024,4,,,True,SUCCESS,1739974546455,data\top\user\country\india\state\ladakh\2024\4.json,pincode,194103,4,21608
top,user,,india,state,ladakh,2024,4,,,True,SUCCESS,1739974546455,data\top\user\country\india\state\ladakh\2024\4.json,pincode,194401,5,17228
top,user,,india,state,ladakh,2024,4,,,True,SUCCESS,1739974546455,data\top\user\country\india\state\ladakh\2024\4.json,pincode,194102,6,10139
top,user,,india,state,ladakh,2024,4,,,True,SUCCESS,1739974546455,data\top\user\country\india\state\ladakh\2024\4.json,pincode,194404,7,8572
top,user,,india,state,ladakh,2024,4,,,True,SUCCESS,1739974546455,data\top\user\country\india\state\ladakh\2024\4.json,pincode,194107,8,8089
top,user,,india,state,ladakh,2024,4,,,True,SUCCESS,1739974546455,data\top\user\country\india\state\ladakh\2024\4.json,pincode,194703,9,7420
top,user,,india,state,ladakh,2024,4,,,True,SUCCESS,1739974546455,data\top\user\country\india\state\ladakh\2024\4.json,pincode,194105,10,5431
top,user,,india,state,lakshadweep,2018,1,,,True,SUCCESS,1630501494711,data\top\user\country\india\state\lakshadweep\2018\1.json,district,lakshadweep,1,501
top,user,,india,state,lakshadweep,2018,1,,,True,SUCCESS,1630501494711,data\top\user\country\india\state\lakshadweep\2018\1.json,pincode,682555,1,175
top,user,,india,state,lakshadweep,2018,1,,,True,SUCCESS,1630501494711,data\top\user\country\india\state\lakshadweep\2018\1.json,pincode,682557,2,85
top,user,,india,state,lakshadweep,2018,1,,,True,SUCCESS,1630501494711,data\top\user\country\india\state\lakshadweep\2018\1.json,pincode,682551,3,78
top,user,,india,state,lakshadweep,2018,1,,,True,SUCCESS,1630501494711,data\top\user\country\india\state\lakshadweep\2018\1.json,pincode,682559,4,71
top,user,,india,state,lakshadweep,2018,1,,,True,SUCCESS,1630501494711,data\top\user\country\india\state\lakshadweep\2018\1.json,pincode,682552,5,44
top,user,,india,state,lakshadweep,2018,1,,,True,SUCCESS,1630501494711,data\top\user\country\india\state\lakshadweep\2018\1.json,pincode,682556,6,37
top,user,,india,state,lakshadweep,2018,1,,,True,SUCCESS,1630501494711,data\top\user\country\india\state\lakshadweep\2018\1.json,pincode,682554,7,10
top,user,,india,state,lakshadweep,2018,1,,,True,SUCCESS,1630501494711,data\top\user\country\india\state\lakshadweep\2018\1.json,pincode,682558,8,1
top,user,,india,state,lakshadweep,2018,2,,,True,SUCCESS,1630501495034,data\top\user\country\india\state\lakshadweep\2018\2.json,district,lakshadweep,1,686
top,user,,india,state,lakshadweep,2018,2,,,True,SUCCESS,1630501495034,data\top\user\country\india\state\lakshadweep\2018\2.json,pincode,682555,1,246
top,user,,india,state,lakshadweep,2018,2,,,True,SUCCESS,1630501495034,data\top\user\country\india\state\lakshadweep\2018\2.json,pincode,682551,2,126
top,user,,india,state,lakshadweep,2018,2,,,True,SUCCESS,1630501495034,data\top\user\country\india\state\lakshadweep\2018\2.json,pincode,682557,3,94
top,user,,india,state,lakshadweep,2018,2,,,True,SUCCESS,1630501495034,data\top\user\country\india\state\lakshadweep\2018\2.json,pincode,682559,4,82
top,user,,india,state,lakshadweep,2018,2,,,True,SUCCESS,1630501495034,data\top\user\country\india\state\lakshadweep\2018\2.json,pincode,682552,5,61
top,user,,india,state,lakshadweep,2018,2,,,True,SUCCESS,1630501495034,data\top\user\country\india\state\lakshadweep\2018\2.json,pincode,682556,6,56
top,user,,india,state,lakshadweep,2018,2,,,True,SUCCESS,1630501495034,data\top\user\country\india\state\lakshadweep\2018\2.json,pincode,682554,7,18
top,user,,india,state,lakshadweep,2018,2,,,True,SUCCESS,1630501495034,data\top\user\country\india\state\lakshadweep\2018\2.json,pincode,682558,8,3
top,user,,india,state,lakshadweep,2018,3,,,True,SUCCESS,1630501495549,data\top\user\country\india\state\lakshadweep\2018\3.json,district,lakshadweep,1,918
top,user,,india,state,lakshadweep,2018,3,,,True,SUCCESS,1630501495549,data\top\user\country\india\state\lakshadweep\2018\3.json,pincode,682555,1,338
top,user,,india,state,lakshadweep,2018,3,,,True,SUCCESS,1630501495549,data\top\user\country\india\state\lakshadweep\2018\3.json,pincode,682551,2,175
top,user,,india,state,lakshadweep,2018,3,,,True,SUCCESS,1630501495549,data\top\user\country\india\state\lakshadweep\2018\3.json,pincode,682557,3,131
top,user,,india,state,lakshadweep,2018,3,,,True,SUCCESS,1630501495549,data\top\user\country\india\state\lakshadweep\2018\3.json,pincode,682559,4,93
top,user,,india,state,lakshadweep,2018,3,,,True,SUCCESS,1630501495549,data\top\user\country\india\state\lakshadweep\2018\3.json,pincode,682552,5,86
top,user,,india,state,lakshadweep,2018,3,,,True,SUCCESS,1630501495549,data\top\user\country\india\state\lakshadweep\2018\3.json,pincode,682556,6,68
top,user,,india,state,lakshadweep,2018,3,,,True,SUCCESS,1630501495549,data\top\user\country\india\state\lakshadweep\2018\3.json,pincode,682554,7,22
top,user,,india,state,lakshadweep,2018,3,,,True,SUCCESS,1630501495549,data\top\user\country\india\state\lakshadweep\2018\3.json,pincode,682558,8,5
top,user,,india,state,lakshadweep,2018,4,,,True,SUCCESS,1630501496222,data\top\user\country\india\state\lakshadweep\2018\4.json,district,lakshadweep,1,1156
top,user,,india,state,lakshadweep,2018,4,,,True,SUCCESS,1630501496222,data\top\user\country\india\state\lakshadweep\2018\4.json,pincode,682555,1,429
top,user,,india,state,lakshadweep,2018,4,,,True,SUCCESS,1630501496222,data\top\user\country\india\state\lakshadweep\2018\4.json,pincode,682551,2,241
top,user,,india,state,lakshadweep,2018,4,,,True,SUCCESS,1630501496222,data\top\user\country\india\state\lakshadweep\2018\4.json,pincode,682557,3,148
top,user,,india,state,lakshadweep,2018,4,,,True,SUCCESS,1630501496222,data\top\user\country\india\state\lakshadweep\2018\4.json,pincode,682559,4,116
top,user,,india,state,lakshadweep,2018,4,,,True,SUCCESS,1630501496222,data\top\user\country\india\state\lakshadweep\2018\4.json,pincode,682552,5,110
top,user,,india,state,lakshadweep,2018,4,,,True,SUCCESS,1630501496222,data\top\user\country\india\state\lakshadweep\2018\4.json,pincode,682556,6,84
top,user,,india,state,lakshadweep,2018,4,,,True,SUCCESS,1630501496222,data\top\user\country\india\state\lakshadweep\2018\4.json,pincode,682554,7,23
top,user,,india,state,lakshadweep,2018,4,,,True,SUCCESS,1630501496222,data\top\user\country\india\state\lakshadweep\2018\4.json,pincode,682558,8,5
top,user,,india,state,lakshadweep,2019,1,,,True,SUCCESS,1630501496537,data\top\user\country\india\state\lakshadweep\2019\1.json,district,lakshadweep,1,1416
top,user,,india,state,lakshadweep,2019,1,,,True,SUCCESS,1630501496537,data\top\user\country\india\state\lakshadweep\2019\1.json,pincode,682555,1,549
top,user,,india,state,lakshadweep,2019,1,,,True,SUCCESS,1630501496537,data\top\user\country\india\state\lakshadweep\2019\1.json,pincode,682551,2,299
top,user,,india,state,lakshadweep,2019,1,,,True,SUCCESS,1630501496537,data\top\user\country\india\state\lakshadweep\2019\1.json,pincode,682557,3,166
top,user,,india,state,lakshadweep,2019,1,,,True,SUCCESS,1630501496537,data\top\user\country\india\state\lakshadweep\2019\1.json,pincode,682552,4,132
top,user,,india,state,lakshadweep,2019,1,,,True,SUCCESS,1630501496537,data\top\user\country\india\state\lakshadweep\2019\1.json,pincode,682559,5,129
top,user,,india,state,lakshadweep,2019,1,,,True,SUCCESS,1630501496537,data\top\user\country\india\state\lakshadweep\2019\1.json,pincode,682556,6,107
top,user,,india,state,lakshadweep,2019,1,,,True,SUCCESS,1630501496537,data\top\user\country\india\state\lakshadweep\2019\1.json,pincode,682554,7,29
top,user,,india,state,lakshadweep,2019,1,,,True,SUCCESS,1630501496537,data\top\user\country\india\state\lakshadweep\2019\1.json,pincode,682558,8,5
top,user,,india,state,lakshadweep,2019,2,,,True,SUCCESS,1630501497121,data\top\user\country\india\state\lakshadweep\2019\2.json,district,lakshadweep,1,1747
top,user,,india,state,lakshadweep,2019,2,,,True,SUCCESS,1630501497121,data\top\user\country\india\state\lakshadweep\2019\2.json,pincode,682555,1,685
top,user,,india,state,lakshadweep,2019,2,,,True,SUCCESS,1630501497121,data\top\user\country\india\state\lakshadweep\2019\2.json,pincode,682551,2,367
top,user,,india,state,lakshadweep,2019,2,,,True,SUCCESS,1630501497121,data\top\user\country\india\state\lakshadweep\2019\2.json,pincode,682557,3,201
top,user,,india,state,lakshadweep,2019,2,,,True,SUCCESS,1630501497121,data\top\user\country\india\state\lakshadweep\2019\2.json,pincode,682552,4,158
top,user,,india,state,lakshadweep,2019,2,,,True,SUCCESS,1630501497121,data\top\user\country\india\state\lakshadweep\2019\2.json,pincode,682559,5,155
top,user,,india,state,lakshadweep,2019,2,,,True,SUCCESS,1630501497121,data\top\user\country\india\state\lakshadweep\2019\2.json,pincode,682556,6,139
top,user,,india,state,lakshadweep,2019,2,,,True,SUCCESS,1630501497121,data\top\user\country\india\state\lakshadweep\2019\2.json,pincode,682554,7,35
top,user,,india,state,lakshadweep,2019,2,,,True,SUCCESS,1630501497121,data\top\user\country\india\state\lakshadweep\2019\2.json,pincode,682558,8,7
top,user,,india,state,lakshadweep,2019,3,,,True,SUCCESS,1630501497604,data\top\user\country\india\state\lakshadweep\2019\3.json,district,lakshadweep,1,2117
top,user,,india,state,lakshadweep,2019,3,,,True,SUCCESS,1630501497604,data\top\user\country\india\state\lakshadweep\2019\3.json,pincode,682555,1,813
top,user,,india,state,lakshadweep,2019,3,,,True,SUCCESS,1630501497604,data\top\user\country\india\state\lakshadweep\2019\3.json,pincode,682551,2,469
top,user,,india,state,lakshadweep,2019,3,,,True,SUCCESS,1630501497604,data\top\user\country\india\state\lakshadweep\2019\3.json,pincode,682557,3,243
top,user,,india,state,lakshadweep,2019,3,,,True,SUCCESS,1630501497604,data\top\user\country\india\state\lakshadweep\2019\3.json,pincode,682552,4,185
top,user,,india,state,lakshadweep,2019,3,,,True,SUCCESS,1630501497604,data\top\user\country\india\state\lakshadweep\2019\3.json,pincode,682559,5,176
top,user,,india,state,lakshadweep,2019,3,,,True,SUCCESS,1630501497604,data\top\user\country\india\state\lakshadweep\2019\3.json,pincode,682556,6,173
top,user,,india,state,lakshadweep,2019,3,,,True,SUCCESS,1630501497604,data\top\user\country\india\state\lakshadweep\2019\3.json,pincode,682554,7,51
top,user,,india,state,lakshadweep,2019,3,,,True,SUCCESS,1630501497604,data\top\user\country\india\state\lakshadweep\2019\3.json,pincode,682558,8,7
top,user,,india,state,lakshadweep,2019,4,,,True,SUCCESS,1630501498004,data\top\user\country\india\state\lakshadweep\2019\4.json,district,lakshadweep,1,2427
top,user,,india,state,lakshadweep,2019,4,,,True,SUCCESS,1630501498004,data\top\user\country\india\state\lakshadweep\2019\4.json,pincode,682555,1,923
top,user,,india,state,lakshadweep,2019,4,,,True,SUCCESS,1630501498004,data\top\user\country\india\state\lakshadweep\2019\4.json,pincode,682551,2,538
top,user,,india,state,lakshadweep,2019,4,,,True,SUCCESS,1630501498004,data\top\user\country\india\state\lakshadweep\2019\4.json,pincode,682557,3,279
