dataset,product,view,country,source_level,source_state,year,quarter,from_timestamp,to_timestamp,success,code,response_timestamp,source_file,entity_level,entity_name,rank,registered_users
top,user,,india,state,gujarat,2020,4,,,True,SUCCESS,1630501499455,data\top\user\country\india\state\gujarat\2020\4.json,pincode,394210,3,184572
top,user,,india,state,gujarat,2020,4,,,True,SUCCESS,1630501499455,data\top\user\country\india\state\gujarat\2020\4.json,pincode,395004,4,137335
top,user,,india,state,gujarat,2020,4,,,True,SUCCESS,1630501499455,data\top\user\country\india\state\gujarat\2020\4.json,pincode,395003,5,135529
top,user,,india,state,gujarat,2020,4,,,True,SUCCESS,1630501499455,data\top\user\country\india\state\gujarat\2020\4.json,pincode,382350,6,133012
top,user,,india,state,gujarat,2020,4,,,True,SUCCESS,1630501499455,data\top\user\country\india\state\gujarat\2020\4.json,pincode,396191,7,121067
top,user,,india,state,gujarat,2020,4,,,True,SUCCESS,1630501499455,data\top\user\country\india\state\gujarat\2020\4.json,pincode,382415,8,112726
top,user,,india,state,gujarat,2020,4,,,True,SUCCESS,1630501499455,data\top\user\country\india\state\gujarat\2020\4.json,pincode,382345,9,105910
top,user,,india,state,gujarat,2020,4,,,True,SUCCESS,1630501499455,data\top\user\country\india\state\gujarat\2020\4.json,pincode,382481,10,103359
top,user,,india,state,gujarat,2021,1,,,True,SUCCESS,1630501499823,data\top\user\country\india\state\gujarat\2021\1.json,district,ahmadabad,1,2999575
top,user,,india,state,gujarat,2021,1,,,True,SUCCESS,1630501499823,data\top\user\country\india\state\gujarat\2021\1.json,district,surat,2,2458596
top,user,,india,state,gujarat,2021,1,,,True,SUCCESS,1630501499823,data\top\user\country\india\state\gujarat\2021\1.json,district,vadodara,3,1053954
top,user,,india,state,gujarat,2021,1,,,True,SUCCESS,1630501499823,data\top\user\country\india\state\gujarat\2021\1.json,district,rajkot,4,677301
top,user,,india,state,gujarat,2021,1,,,True,SUCCESS,1630501499823,data\top\user\country\india\state\gujarat\2021\1.json,district,gandhinagar,5,615315
top,user,,india,state,gujarat,2021,1,,,True,SUCCESS,1630501499823,data\top\user\country\india\state\gujarat\2021\1.json,district,banas kantha,6,598384
top,user,,india,state,gujarat,2021,1,,,True,SUCCESS,1630501499823,data\top\user\country\india\state\gujarat\2021\1.json,district,bharuch,7,548541
top,user,,india,state,gujarat,2021,1,,,True,SUCCESS,1630501499823,data\top\user\country\india\state\gujarat\2021\1.json,district,kachchh,8,505517
top,user,,india,state,gujarat,2021,1,,,True,SUCCESS,1630501499823,data\top\user\country\india\state\gujarat\2021\1.json,district,mahesana,9,500511
top,user,,india,state,gujarat,2021,1,,,True,SUCCESS,1630501499823,data\top\user\country\india\state\gujarat\2021\1.json,district,valsad,10,489062
top,user,,india,state,gujarat,2021,1,,,True,SUCCESS,1630501499823,data\top\user\country\india\state\gujarat\2021\1.json,pincode,395006,1,297048
top,user,,india,state,gujarat,2021,1,,,True,SUCCESS,1630501499823,data\top\user\country\india\state\gujarat\2021\1.json,pincode,395010,2,201470
top,user,,india,state,gujarat,2021,1,,,True,SUCCESS,1630501499823,data\top\user\country\india\state\gujarat\2021\1.json,pincode,394210,3,200058
top,user,,india,state,gujarat,2021,1,,,True,SUCCESS,1630501499823,data\top\user\country\india\state\gujarat\2021\1.json,pincode,395004,4,147473
top,user,,india,state,gujarat,2021,1,,,True,SUCCESS,1630501499823,data\top\user\country\india\state\gujarat\2021\1.json,pincode,395003,5,145856
top,user,,india,state,gujarat,2021,1,,,True,SUCCESS,1630501499823,data\top\user\country\india\state\gujarat\2021\1.json,pincode,382350,6,142849
top,user,,india,state,gujarat,2021,1,,,True,SUCCESS,1630501499823,data\top\user\country\india\state\gujarat\2021\1.json,pincode,396191,7,130996
top,user,,india,state,gujarat,2021,1,,,True,SUCCESS,1630501499823,data\top\user\country\india\state\gujarat\2021\1.json,pincode,382415,8,121750
top,user,,india,state,gujarat,2021,1,,,True,SUCCESS,1630501499823,data\top\user\country\india\state\gujarat\2021\1.json,pincode,382345,9,113956
top,user,,india,state,gujarat,2021,1,,,True,SUCCESS,1630501499823,data\top\user\country\india\state\gujarat\2021\1.json,pincode,385535,10,110989
top,user,,india,state,gujarat,2021,2,,,True,SUCCESS,1630501500298,data\top\user\country\india\state\gujarat\2021\2.json,district,ahmadabad,1,3209841
top,user,,india,state,gujarat,2021,2,,,True,SUCCESS,1630501500298,data\top\user\country\india\state\gujarat\2021\2.json,district,surat,2,2633443
top,user,,india,state,gujarat,2021,2,,,True,SUCCESS,1630501500298,data\top\user\country\india\state\gujarat\2021\2.json,district,vadodara,3,1127636
top,user,,india,state,gujarat,2021,2,,,True,SUCCESS,1630501500298,data\top\user\country\india\state\gujarat\2021\2.json,district,rajkot,4,726817
top,user,,india,state,gujarat,2021,2,,,True,SUCCESS,1630501500298,data\top\user\country\india\state\gujarat\2021\2.json,district,gandhinagar,5,658428
top,user,,india,state,gujarat,2021,2,,,True,SUCCESS,1630501500298,data\top\user\country\india\state\gujarat\2021\2.json,district,banas kantha,6,645073
top,user,,india,state,gujarat,2021,2,,,True,SUCCESS,1630501500298,data\top\user\country\india\state\gujarat\2021\2.json,district,bharuch,7,588777
top,user,,india,state,gujarat,2021,2,,,True,SUCCESS,1630501500298,data\top\user\country\india\state\gujarat\2021\2.json,district,kachchh,8,543585
top,user,,india,state,gujarat,2021,2,,,True,SUCCESS,1630501500298,data\top\user\country\india\state\gujarat\2021\2.json,district,mahesana,9,536645
top,user,,india,state,gujarat,2021,2,,,True,SUCCESS,1630501500298,data\top\user\country\india\state\gujarat\2021\2.json,district,valsad,10,524614
top,user,,india,state,gujarat,2021,2,,,True,SUCCESS,1630501500298,data\top\user\country\india\state\gujarat\2021\2.json,pincode,395006,1,317597
top,user,,india,state,gujarat,2021,2,,,True,SUCCESS,1630501500298,data\top\user\country\india\state\gujarat\2021\2.json,pincode,395010,2,215717
top,user,,india,state,gujarat,2021,2,,,True,SUCCESS,1630501500298,data\top\user\country\india\state\gujarat\2021\2.json,pincode,394210,3,214776
top,user,,india,state,gujarat,2021,2,,,True,SUCCESS,1630501500298,data\top\user\country\india\state\gujarat\2021\2.json,pincode,395004,4,157608
top,user,,india,state,gujarat,2021,2,,,True,SUCCESS,1630501500298,data\top\user\country\india\state\gujarat\2021\2.json,pincode,395003,5,156006
top,user,,india,state,gujarat,2021,2,,,True,SUCCESS,1630501500298,data\top\user\country\india\state\gujarat\2021\2.json,pincode,382350,6,152795
top,user,,india,state,gujarat,2021,2,,,True,SUCCESS,1630501500298,data\top\user\country\india\state\gujarat\2021\2.json,pincode,396191,7,140329
top,user,,india,state,gujarat,2021,2,,,True,SUCCESS,1630501500298,data\top\user\country\india\state\gujarat\2021\2.json,pincode,382415,8,130437
top,user,,india,state,gujarat,2021,2,,,True,SUCCESS,1630501500298,data\top\user\country\india\state\gujarat\2021\2.json,pincode,382345,9,121975
top,user,,india,state,gujarat,2021,2,,,True,SUCCESS,1630501500298,data\top\user\country\india\state\gujarat\2021\2.json,pincode,385535,10,119329
top,user,,india,state,gujarat,2021,3,,,True,SUCCESS,1634575161293,data\top\user\country\india\state\gujarat\2021\3.json,district,ahmadabad,1,3445024
top,user,,india,state,gujarat,2021,3,,,True,SUCCESS,1634575161293,data\top\user\country\india\state\gujarat\2021\3.json,district,surat,2,2830392
top,user,,india,state,gujarat,2021,3,,,True,SUCCESS,1634575161293,data\top\user\country\india\state\gujarat\2021\3.json,district,vadodara,3,1210266
top,user,,india,state,gujarat,2021,3,,,True,SUCCESS,1634575161293,data\top\user\country\india\state\gujarat\2021\3.json,district,rajkot,4,782611
top,user,,india,state,gujarat,2021,3,,,True,SUCCESS,1634575161293,data\top\user\country\india\state\gujarat\2021\3.json,district,gandhinagar,5,706654
top,user,,india,state,gujarat,2021,3,,,True,SUCCESS,1634575161293,data\top\user\country\india\state\gujarat\2021\3.json,district,banas kantha,6,698841
top,user,,india,state,gujarat,2021,3,,,True,SUCCESS,1634575161293,data\top\user\country\india\state\gujarat\2021\3.json,district,bharuch,7,634589
top,user,,india,state,gujarat,2021,3,,,True,SUCCESS,1634575161293,data\top\user\country\india\state\gujarat\2021\3.json,district,kachchh,8,587589
top,user,,india,state,gujarat,2021,3,,,True,SUCCESS,1634575161293,data\top\user\country\india\state\gujarat\2021\3.json,district,mahesana,9,578072
top,user,,india,state,gujarat,2021,3,,,True,SUCCESS,1634575161293,data\top\user\country\india\state\gujarat\2021\3.json,district,valsad,10,565423
top,user,,india,state,gujarat,2021,3,,,True,SUCCESS,1634575161293,data\top\user\country\india\state\gujarat\2021\3.json,pincode,395006,1,340436
top,user,,india,state,gujarat,2021,3,,,True,SUCCESS,1634575161293,data\top\user\country\india\state\gujarat\2021\3.json,pincode,395010,2,231725
top,user,,india,state,gujarat,2021,3,,,True,SUCCESS,1634575161293,data\top\user\country\india\state\gujarat\2021\3.json,pincode,394210,3,231353
top,user,,india,state,gujarat,2021,3,,,True,SUCCESS,1634575161293,data\top\user\country\india\state\gujarat\2021\3.json,pincode,395004,4,168968
top,user,,india,state,gujarat,2021,3,,,True,SUCCESS,1634575161293,data\top\user\country\india\state\gujarat\2021\3.json,pincode,395003,5,167307
top,user,,india,state,gujarat,2021,3,,,True,SUCCESS,1634575161293,data\top\user\country\india\state\gujarat\2021\3.json,pincode,382350,6,163762
top,user,,india,state,gujarat,2021,3,,,True,SUCCESS,1634575161293,data\top\user\country\india\state\gujarat\2021\3.json,pincode,396191,7,150868
top,user,,india,state,gujarat,2021,3,,,True,SUCCESS,1634575161293,data\top\user\country\india\state\gujarat\2021\3.json,pincode,382415,8,140098
top,user,,india,state,gujarat,2021,3,,,True,SUCCESS,1634575161293,data\top\user\country\india\state\gujarat\2021\3.json,pincode,382345,9,130967
top,user,,india,state,gujarat,2021,3,,,True,SUCCESS,1634575161293,data\top\user\country\india\state\gujarat\2021\3.json,pincode,385535,10,128886
top,user,,india,state,gujarat,2021,4,,,True,SUCCESS,1643295776277,data\top\user\country\india\state\gujarat\2021\4.json,district,ahmadabad,1,3679243
top,user,,india,state,gujarat,2021,4,,,True,SUCCESS,1643295776277,data\top\user\country\india\state\gujarat\2021\4.json,district,surat,2,3026960
top,user,,india,state,gujarat,2021,4,,,True,SUCCESS,1643295776277,data\top\user\country\india\state\gujarat\2021\4.json,district,vadodara,3,1292097
top,user,,india,state,gujarat,2021,4,,,True,SUCCESS,1643295776277,data\top\user\country\india\state\gujarat\2021\4.json,district,rajkot,4,837869
top,user,,india,state,gujarat,2021,4,,,True,SUCCESS,1643295776277,data\top\user\country\india\state\gujarat\2021\4.json,district,gandhinagar,5,754369
top,user,,india,state,gujarat,2021,4,,,True,SUCCESS,1643295776277,data\top\user\country\india\state\gujarat\2021\4.json,district,banas kantha,6,751116
top,user,,india,state,gujarat,2021,4,,,True,SUCCESS,1643295776277,data\top\user\country\india\state\gujarat\2021\4.json,district,bharuch,7,679705
top,user,,india,state,gujarat,2021,4,,,True,SUCCESS,1643295776277,data\top\user\country\india\state\gujarat\2021\4.json,district,kachchh,8,630878
top,user,,india,state,gujarat,2021,4,,,True,SUCCESS,1643295776277,data\top\user\country\india\state\gujarat\2021\4.json,district,mahesana,9,618376
top,user,,india,state,gujarat,2021,4,,,True,SUCCESS,1643295776277,data\top\user\country\india\state\gujarat\2021\4.json,district,valsad,10,605655
top,user,,india,state,gujarat,2021,4,,,True,SUCCESS,1643295776277,data\top\user\country\india\state\gujarat\2021\4.json,pincode,395006,1,363595
top,user,,india,state,gujarat,2021,4,,,True,SUCCESS,1643295776277,data\top\user\country\india\state\gujarat\2021\4.json,pincode,394210,2,247983
top,user,,india,state,gujarat,2021,4,,,True,SUCCESS,1643295776277,data\top\user\country\india\state\gujarat\2021\4.json,pincode,395010,3,247597
top,user,,india,state,gujarat,2021,4,,,True,SUCCESS,1643295776277,data\top\user\country\india\state\gujarat\2021\4.json,pincode,395004,4,180294
top,user,,india,state,gujarat,2021,4,,,True,SUCCESS,1643295776277,data\top\user\country\india\state\gujarat\2021\4.json,pincode,395003,5,178606
top,user,,india,state,gujarat,2021,4,,,True,SUCCESS,1643295776277,data\top\user\country\india\state\gujarat\2021\4.json,pincode,382350,6,174821
top,user,,india,state,gujarat,2021,4,,,True,SUCCESS,1643295776277,data\top\user\country\india\state\gujarat\2021\4.json,pincode,396191,7,161460
top,user,,india,state,gujarat,2021,4,,,True,SUCCESS,1643295776277,data\top\user\country\india\state\gujarat\2021\4.json,pincode,382415,8,149751
top,user,,india,state,gujarat,2021,4,,,True,SUCCESS,1643295776277,data\top\user\country\india\state\gujarat\2021\4.json,pincode,382345,9,139819
top,user,,india,state,gujarat,2021,4,,,True,SUCCESS,1643295776277,data\top\user\country\india\state\gujarat\2021\4.json,pincode,385535,10,138286
top,user,,india,state,gujarat,2022,1,,,True,SUCCESS,1651127676752,data\top\user\country\india\state\gujarat\2022\1.json,district,ahmadabad,1,3897869
top,user,,india,state,gujarat,2022,1,,,True,SUCCESS,1651127676752,data\top\user\country\india\state\gujarat\2022\1.json,district,surat,2,3210535
top,user,,india,state,gujarat,2022,1,,,True,SUCCESS,1651127676752,data\top\user\country\india\state\gujarat\2022\1.json,district,vadodara,3,1368210
top,user,,india,state,gujarat,2022,1,,,True,SUCCESS,1651127676752,data\top\user\country\india\state\gujarat\2022\1.json,district,rajkot,4,889499
top,user,,india,state,gujarat,2022,1,,,True,SUCCESS,1651127676752,data\top\user\country\india\state\gujarat\2022\1.json,district,banas kantha,5,802470
top,user,,india,state,gujarat,2022,1,,,True,SUCCESS,1651127676752,data\top\user\country\india\state\gujarat\2022\1.json,district,gandhinagar,6,799301
top,user,,india,state,gujarat,2022,1,,,True,SUCCESS,1651127676752,data\top\user\country\india\state\gujarat\2022\1.json,district,bharuch,7,722367
top,user,,india,state,gujarat,2022,1,,,True,SUCCESS,1651127676752,data\top\user\country\india\state\gujarat\2022\1.json,district,kachchh,8,671465
top,user,,india,state,gujarat,2022,1,,,True,SUCCESS,1651127676752,data\top\user\country\india\state\gujarat\2022\1.json,district,mahesana,9,656908
top,user,,india,state,gujarat,2022,1,,,True,SUCCESS,1651127676752,data\top\user\country\india\state\gujarat\2022\1.json,district,valsad,10,643742
top,user,,india,state,gujarat,2022,1,,,True,SUCCESS,1651127676752,data\top\user\country\india\state\gujarat\2022\1.json,pincode,395006,1,385040
top,user,,india,state,gujarat,2022,1,,,True,SUCCESS,1651127676752,data\top\user\country\india\state\gujarat\2022\1.json,pincode,394210,2,263596
top,user,,india,state,gujarat,2022,1,,,True,SUCCESS,1651127676752,data\top\user\country\india\state\gujarat\2022\1.json,pincode,395010,3,262287
top,user,,india,state,gujarat,2022,1,,,True,SUCCESS,1651127676752,data\top\user\country\india\state\gujarat\2022\1.json,pincode,395004,4,190769
top,user,,india,state,gujarat,2022,1,,,True,SUCCESS,1651127676752,data\top\user\country\india\state\gujarat\2022\1.json,pincode,395003,5,189101
top,user,,india,state,gujarat,2022,1,,,True,SUCCESS,1651127676752,data\top\user\country\india\state\gujarat\2022\1.json,pincode,382350,6,185001
top,user,,india,state,gujarat,2022,1,,,True,SUCCESS,1651127676752,data\top\user\country\india\state\gujarat\2022\1.json,pincode,396191,7,171443
top,user,,india,state,gujarat,2022,1,,,True,SUCCESS,1651127676752,data\top\user\country\india\state\gujarat\2022\1.json,pincode,382415,8,158818
top,user,,india,state,gujarat,2022,1,,,True,SUCCESS,1651127676752,data\top\user\country\india\state\gujarat\2022\1.json,pincode,382345,9,148068
top,user,,india,state,gujarat,2022,1,,,True,SUCCESS,1651127676752,data\top\user\country\india\state\gujarat\2022\1.json,pincode,385535,10,147477
top,user,,india,state,gujarat,2022,2,,,True,SUCCESS,1669732311277,data\top\user\country\india\state\gujarat\2022\2.json,district,ahmadabad,1,4105172
top,user,,india,state,gujarat,2022,2,,,True,SUCCESS,1669732311277,data\top\user\country\india\state\gujarat\2022\2.json,district,surat,2,3385398
top,user,,india,state,gujarat,2022,2,,,True,SUCCESS,1669732311277,data\top\user\country\india\state\gujarat\2022\2.json,district,vadodara,3,1440949
top,user,,india,state,gujarat,2022,2,,,True,SUCCESS,1669732311277,data\top\user\country\india\state\gujarat\2022\2.json,district,rajkot,4,937863
top,user,,india,state,gujarat,2022,2,,,True,SUCCESS,1669732311277,data\top\user\country\india\state\gujarat\2022\2.json,district,banas kantha,5,849884
top,user,,india,state,gujarat,2022,2,,,True,SUCCESS,1669732311277,data\top\user\country\india\state\gujarat\2022\2.json,district,gandhinagar,6,841732
top,user,,india,state,gujarat,2022,2,,,True,SUCCESS,1669732311277,data\top\user\country\india\state\gujarat\2022\2.json,district,bharuch,7,762752
top,user,,india,state,gujarat,2022,2,,,True,SUCCESS,1669732311277,data\top\user\country\india\state\gujarat\2022\2.json,district,kachchh,8,709339
top,user,,india,state,gujarat,2022,2,,,True,SUCCESS,1669732311277,data\top\user\country\india\state\gujarat\2022\2.json,district,mahesana,9,692794
top,user,,india,state,gujarat,2022,2,,,True,SUCCESS,1669732311277,data\top\user\country\india\state\gujarat\2022\2.json,district,valsad,10,679340
top,user,,india,state,gujarat,2022,2,,,True,SUCCESS,1669732311277,data\top\user\country\india\state\gujarat\2022\2.json,pincode,395006,1,405477
top,user,,india,state,gujarat,2022,2,,,True,SUCCESS,1669732311277,data\top\user\country\india\state\gujarat\2022\2.json,pincode,394210,2,278453
top,user,,india,state,gujarat,2022,2,,,True,SUCCESS,1669732311277,data\top\user\country\india\state\gujarat\2022\2.json,pincode,395010,3,276339
top,user,,india,state,gujarat,2022,2,,,True,SUCCESS,1669732311277,data\top\user\country\india\state\gujarat\2022\2.json,pincode,395004,4,200828
top,user,,india,state,gujarat,2022,2,,,True,SUCCESS,1669732311277,data\top\user\country\india\state\gujarat\2022\2.json,pincode,395003,5,199079
top,user,,india,state,gujarat,2022,2,,,True,SUCCESS,1669732311277,data\top\user\country\india\state\gujarat\2022\2.json,pincode,382350,6,194725
top,user,,india,state,gujarat,2022,2,,,True,SUCCESS,1669732311277,data\top\user\country\india\state\gujarat\2022\2.json,pincode,396191,7,180851
top,user,,india,state,gujarat,2022,2,,,True,SUCCESS,1669732311277,data\top\user\country\india\state\gujarat\2022\2.json,pincode,382415,8,167419
top,user,,india,state,gujarat,2022,2,,,True,SUCCESS,1669732311277,data\top\user\country\india\state\gujarat\2022\2.json,pincode,385535,9,156144
top,user,,india,state,gujarat,2022,2,,,True,SUCCESS,1669732311277,data\top\user\country\india\state\gujarat\2022\2.json,pincode,382345,10,155908
top,user,,india,state,gujarat,2022,3,,,True,SUCCESS,1669732442400,data\top\user\country\india\state\gujarat\2022\3.json,district,ahmadabad,1,4319512
top,user,,india,state,gujarat,2022,3,,,True,SUCCESS,1669732442400,data\top\user\country\india\state\gujarat\2022\3.json,district,surat,2,3567767
top,user,,india,state,gujarat,2022,3,,,True,SUCCESS,1669732442400,data\top\user\country\india\state\gujarat\2022\3.json,district,vadodara,3,1515556
top,user,,india,state,gujarat,2022,3,,,True,SUCCESS,1669732442400,data\top\user\country\india\state\gujarat\2022\3.json,district,rajkot,4,986904
top,user,,india,state,gujarat,2022,3,,,True,SUCCESS,1669732442400,data\top\user\country\india\state\gujarat\2022\3.json,district,banas kantha,5,896869
top,user,,india,state,gujarat,2022,3,,,True,SUCCESS,1669732442400,data\top\user\country\india\state\gujarat\2022\3.json,district,gandhinagar,6,885535
top,user,,india,state,gujarat,2022,3,,,True,SUCCESS,1669732442400,data\top\user\country\india\state\gujarat\2022\3.json,district,bharuch,7,803845
top,user,,india,state,gujarat,2022,3,,,True,SUCCESS,1669732442400,data\top\user\country\india\state\gujarat\2022\3.json,district,kachchh,8,747079
top,user,,india,state,gujarat,2022,3,,,True,SUCCESS,1669732442400,data\top\user\country\india\state\gujarat\2022\3.json,district,mahesana,9,729723
top,user,,india,state,gujarat,2022,3,,,True,SUCCESS,1669732442400,data\top\user\country\india\state\gujarat\2022\3.json,district,valsad,10,716467
top,user,,india,state,gujarat,2022,3,,,True,SUCCESS,1669732442400,data\top\user\country\india\state\gujarat\2022\3.json,pincode,395006,1,426968
top,user,,india,state,gujarat,2022,3,,,True,SUCCESS,1669732442400,data\top\user\country\india\state\gujarat\2022\3.json,pincode,394210,2,294155
top,user,,india,state,gujarat,2022,3,,,True,SUCCESS,1669732442400,data\top\user\country\india\state\gujarat\2022\3.json,pincode,395010,3,290935
top,user,,india,state,gujarat,2022,3,,,True,SUCCESS,1669732442400,data\top\user\country\india\state\gujarat\2022\3.json,pincode,395004,4,211361
top,user,,india,state,gujarat,2022,3,,,True,SUCCESS,1669732442400,data\top\user\country\india\state\gujarat\2022\3.json,pincode,395003,5,209495
top,user,,india,state,gujarat,2022,3,,,True,SUCCESS,1669732442400,data\top\user\country\india\state\gujarat\2022\3.json,pincode,382350,6,204832
top,user,,india,state,gujarat,2022,3,,,True,SUCCESS,1669732442400,data\top\user\country\india\state\gujarat\2022\3.json,pincode,396191,7,190805
top,user,,india,state,gujarat,2022,3,,,True,SUCCESS,1669732442400,data\top\user\country\india\state\gujarat\2022\3.json,pincode,382415,8,176390
top,user,,india,state,gujarat,2022,3,,,True,SUCCESS,1669732442400,data\top\user\country\india\state\gujarat\2022\3.json,pincode,385535,9,164910
top,user,,india,state,gujarat,2022,3,,,True,SUCCESS,1669732442400,data\top\user\country\india\state\gujarat\2022\3.json,pincode,382345,10,164109
top,user,,india,state,gujarat,2022,4,,,True,SUCCESS,1674558321226,data\top\user\country\india\state\gujarat\2022\4.json,district,ahmadabad,1,4530853
top,user,,india,state,gujarat,2022,4,,,True,SUCCESS,1674558321226,data\top\user\country\india\state\gujarat\2022\4.json,district,surat,2,3747780
top,user,,india,state,gujarat,2022,4,,,True,SUCCESS,1674558321226,data\top\user\country\india\state\gujarat\2022\4.json,district,vadodara,3,1587831
top,user,,india,state,gujarat,2022,4,,,True,SUCCESS,1674558321226,data\top\user\country\india\state\gujarat\2022\4.json,district,rajkot,4,1033159
top,user,,india,state,gujarat,2022,4,,,True,SUCCESS,1674558321226,data\top\user\country\india\state\gujarat\2022\4.json,district,banas kantha,5,939693
top,user,,india,state,gujarat,2022,4,,,True,SUCCESS,1674558321226,data\top\user\country\india\state\gujarat\2022\4.json,district,gandhinagar,6,927585
top,user,,india,state,gujarat,2022,4,,,True,SUCCESS,1674558321226,data\top\user\country\india\state\gujarat\2022\4.json,district,bharuch,7,842519
top,user,,india,state,gujarat,2022,4,,,True,SUCCESS,1674558321226,data\top\user\country\india\state\gujarat\2022\4.json,district,kachchh,8,781383
top,user,,india,state,gujarat,2022,4,,,True,SUCCESS,1674558321226,data\top\user\country\india\state\gujarat\2022\4.json,district,mahesana,9,763693
top,user,,india,state,gujarat,2022,4,,,True,SUCCESS,1674558321226,data\top\user\country\india\state\gujarat\2022\4.json,district,valsad,10,751767
top,user,,india,state,gujarat,2022,4,,,True,SUCCESS,1674558321226,data\top\user\country\india\state\gujarat\2022\4.json,pincode,395006,1,448463
top,user,,india,state,gujarat,2022,4,,,True,SUCCESS,1674558321226,data\top\user\country\india\state\gujarat\2022\4.json,pincode,394210,2,309875
top,user,,india,state,gujarat,2022,4,,,True,SUCCESS,1674558321226,data\top\user\country\india\state\gujarat\2022\4.json,pincode,395010,3,305674
top,user,,india,state,gujarat,2022,4,,,True,SUCCESS,1674558321226,data\top\user\country\india\state\gujarat\2022\4.json,pincode,395004,4,221859
top,user,,india,state,gujarat,2022,4,,,True,SUCCESS,1674558321226,data\top\user\country\india\state\gujarat\2022\4.json,pincode,395003,5,219947
top,user,,india,state,gujarat,2022,4,,,True,SUCCESS,1674558321226,data\top\user\country\india\state\gujarat\2022\4.json,pincode,382350,6,214911
top,user,,india,state,gujarat,2022,4,,,True,SUCCESS,1674558321226,data\top\user\country\india\state\gujarat\2022\4.json,pincode,396191,7,200547
top,user,,india,state,gujarat,2022,4,,,True,SUCCESS,1674558321226,data\top\user\country\india\state\gujarat\2022\4.json,pincode,382415,8,185450
top,user,,india,state,gujarat,2022,4,,,True,SUCCESS,1674558321226,data\top\user\country\india\state\gujarat\2022\4.json,pincode,385535,9,173196
top,user,,india,state,gujarat,2022,4,,,True,SUCCESS,1674558321226,data\top\user\country\india\state\gujarat\2022\4.json,pincode,382345,10,172424
top,user,,india,state,gujarat,2023,1,,,True,SUCCESS,1692619139327,data\top\user\country\india\state\gujarat\2023\1.json,district,ahmadabad,1,4734630
top,user,,india,state,gujarat,2023,1,,,True,SUCCESS,1692619139327,data\top\user\country\india\state\gujarat\2023\1.json,district,surat,2,3919829
top,user,,india,state,gujarat,2023,1,,,True,SUCCESS,1692619139327,data\top\user\country\india\state\gujarat\2023\1.json,district,vadodara,3,1658232
top,user,,india,state,gujarat,2023,1,,,True,SUCCESS,1692619139327,data\top\user\country\india\state\gujarat\2023\1.json,district,rajkot,4,1079736
top,user,,india,state,gujarat,2023,1,,,True,SUCCESS,1692619139327,data\top\user\country\india\state\gujarat\2023\1.json,district,banas kantha,5,985280
top,user,,india,state,gujarat,2023,1,,,True,SUCCESS,1692619139327,data\top\user\country\india\state\gujarat\2023\1.json,district,gandhinagar,6,968586
top,user,,india,state,gujarat,2023,1,,,True,SUCCESS,1692619139327,data\top\user\country\india\state\gujarat\2023\1.json,district,bharuch,7,881508
top,user,,india,state,gujarat,2023,1,,,True,SUCCESS,1692619139327,data\top\user\country\india\state\gujarat\2023\1.json,district,kachchh,8,817441
top,user,,india,state,gujarat,2023,1,,,True,SUCCESS,1692619139327,data\top\user\country\india\state\gujarat\2023\1.json,district,mahesana,9,798353
top,user,,india,state,gujarat,2023,1,,,True,SUCCESS,1692619139327,data\top\user\country\india\state\gujarat\2023\1.json,district,valsad,10,786811
top,user,,india,state,gujarat,2023,1,,,True,SUCCESS,1692619139327,data\top\user\country\india\state\gujarat\2023\1.json,pincode,395006,1,468935
top,user,,india,state,gujarat,2023,1,,,True,SUCCESS,1692619139327,data\top\user\country\india\state\gujarat\2023\1.json,pincode,394210,2,324796
top,user,,india,state,gujarat,2023,1,,,True,SUCCESS,1692619139327,data\top\user\country\india\state\gujarat\2023\1.json,pincode,395010,3,319666
top,user,,india,state,gujarat,2023,1,,,True,SUCCESS,1692619139327,data\top\user\country\india\state\gujarat\2023\1.json,pincode,395004,4,231760
top,user,,india,state,gujarat,2023,1,,,True,SUCCESS,1692619139327,data\top\user\country\india\state\gujarat\2023\1.json,pincode,395003,5,229820
top,user,,india,state,gujarat,2023,1,,,True,SUCCESS,1692619139327,data\top\user\country\india\state\gujarat\2023\1.json,pincode,382350,6,224592
top,user,,india,state,gujarat,2023,1,,,True,SUCCESS,1692619139327,data\top\user\country\india\state\gujarat\2023\1.json,pincode,396191,7,209998
top,user,,india,state,gujarat,2023,1,,,True,SUCCESS,1692619139327,data\top\user\country\india\state\gujarat\2023\1.json,pincode,382415,8,193969
top,user,,india,state,gujarat,2023,1,,,True,SUCCESS,1692619139327,data\top\user\country\india\state\gujarat\2023\1.json,pincode,385535,9,181611
top,user,,india,state,gujarat,2023,1,,,True,SUCCESS,1692619139327,data\top\user\country\india\state\gujarat\2023\1.json,pincode,382345,10,180196
top,user,,india,state,gujarat,2023,2,,,True,SUCCESS,1692619322355,data\top\user\country\india\state\gujarat\2023\2.json,district,ahmadabad,1,4913610
top,user,,india,state,gujarat,2023,2,,,True,SUCCESS,1692619322355,data\top\user\country\india\state\gujarat\2023\2.json,district,surat,2,4076929
top,user,,india,state,gujarat,2023,2,,,True,SUCCESS,1692619322355,data\top\user\country\india\state\gujarat\2023\2.json,district,vadodara,3,1721431
top,user,,india,state,gujarat,2023,2,,,True,SUCCESS,1692619322355,data\top\user\country\india\state\gujarat\2023\2.json,district,rajkot,4,1123115
